,label,text
1977,0,"a broad , melodramatic estrogen opera that's pretty toxic in its own right ."
1978,1,"compulsively watchable , no matter how degraded things get ."
1979,1,"there are laughs aplenty , and , as a bonus , viewers don't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies ."
1980,0,the premise is overshadowed by the uberviolence of the clericks as this becomes just another kung-fu sci-fi movie with silly action sequences .
1981,1,a riveting story well told .
1982,1,an intoxicating experience .
1983,0,"it doesn't quite work , but there's enough here to make us look forward to the russos' next offering ."
1984,0,"cold , pretentious , thoroughly dislikable study in sociopathy ."
1985,0,faultlessly professional but finally slight .
1986,1,"grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte ."
1987,0,"it could have been something special , but two things drag it down to mediocrity -- director clare peploe's misunderstanding of marivaux's rhythms , and mira sorvino's limitations as a classical actress ."
1988,0,"the adventure doesn't contain half the excitement of balto , or quarter the fun of toy story 2 ."
1989,0,manages to be both repulsively sadistic and mundane .
1990,0,"it's so laddish and juvenile , only teenage boys could possibly find it funny ."
1991,0,"puportedly "" based on true events , "" a convolution of language that suggests it's impossible to claim that it is "" based on a true story "" with a straight face ."
1992,1,this version incarnates the prophetic book in a way even its exacting author might admire .
1993,0,"think the lion king redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by bryan adams , the world's most generic rock star ."
1994,0,a tv episode inflated past its natural length .
1995,0,"this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be ."
1996,1,"while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in ."
1997,1,"it's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it's savvy about celebrity and has more guts and energy than much of what will open this year ."
1998,0,"only a few minutes elapse before the daddy of all slashers arrives , still with the boiler suit and white mask , which look remarkably clean for a guy who has been mass-murdering since 1978 but has never been seen doing laundry ."
1999,0,"this rather unfocused , all-over-the-map movie would be a lot better if it pared down its plots and characters to a few rather than dozens . . . or if it were subtler . . . or if it had a sense of humor ."
2000,1,"[d]espite its familiar subject matter , ice age is consistently amusing and engrossing . . ."
2001,1,"you won't like roger , but you will quickly recognize him . and that's a big part of why we go to the movies ."
2002,0,epps has neither the charisma nor the natural affability that has made tucker a star .
2003,1,about as big a crowdpleaser as they possibly come .
2004,1,"a bracing , unblinking work that serves as a painful elegy and sobering cautionary tale ."
2005,1,"dark , resonant , inventively detailed and packed with fleet turns of plot and a feast of visual amazement ."
2006,1,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .
2007,0,the piano teacher is the sort of movie that discourages american audiences from ever wanting to see another foreign film .
2008,0,"at times , the suspense is palpable , but by the end there's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential ."
2009,1,the experience of watching blobby old-school cgi animation in this superlarge format is just surreal enough to be diverting .
2010,0,everyone's to blame here .
2011,1,"fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees ."
2012,0,a domestic melodrama with weak dialogue and biopic cliches .
2013,1,the director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of truffaut .
2014,0,the master of disguise represents adam sandler's latest attempt to dumb down the universe .
2015,1,"mr . deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy ."
2016,1,the film has the uncanny ability to right itself precisely when you think it's in danger of going wrong .
2017,0,"there's not a single jump-in-your-seat moment and believe it or not , jason actually takes a backseat in his own film to special effects ."
2018,0,has its charming quirks and its dull spots .
2019,0,"must-see viewing for anyone involved in the high-tech industry . others may find it migraine-inducing , despite moore's attempts at whimsy and spoon feeding ."
2020,0,"american chai encourages rueful laughter at stereotypes only an indian-american would recognize . and the lesson , in the end , is nothing new ."
2021,1,"it irritates and saddens me that martin lawrence's latest vehicle can explode obnoxiously into 2 , 500 screens while something of bubba ho-tep's clearly evident quality may end up languishing on a shelf somewhere ."
2022,0,"maybe it's asking too much , but if a movie is truly going to inspire me , i want a little more than this ."
2023,1,nicole kidman makes it a party worth attending .
2024,1,"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves ."
2025,0,"the movie's gloomy atmosphere is fascinating , though , even if the movie itself doesn't stand a ghost of a chance ."
2026,0,it's one long bore .
2027,0,not completely loveable -- but what underdog movie since the bad news bears has been ? -- but certainly hard to hate .
2028,1,"the film reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters , some genuine quirkiness and at least a measure of style . the difference is that i truly enjoyed most of mostly martha while i ne"
2029,1,you don't have to be an especially tough grader to give a charitable b-minus to the emperor's club .
2030,1,it reaffirms life as it looks in the face of death .
2031,1,"the film sounds like the stuff of lurid melodrama , but what makes it interesting as a character study is the fact that the story is told from paul's perspective ."
2032,0,"even on its own ludicrous terms , the sum of all fears generates little narrative momentum , and invites unflattering comparisons to other installments in the ryan series ."
2033,1,"a stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in australia's film history ."
2034,1,"stands as a document of what it felt like to be a new yorker -- or , really , to be a human being -- in the weeks after 9/11 ."
2035,0,"as tweedy talks about canning his stockbroker and repairing his pool , you yearn for a few airborne tv sets or nude groupies on the nod to liven things up ."
2036,0,suffers from all the excesses of the genre .
2037,0,a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .
2038,1,""" 13 conversations "" holds its goodwill close , but is relatively slow to come to the point ."
2039,0,"elegantly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level ."
2040,1,"you could say that it's slow at times , you could say that a few of the characters act in ways that real people wouldn't , but one thing you couldn't say is that alias betty is predictable ."
2041,1,a minor film with major pleasures from portuguese master manoel de oliviera . . .
2042,1,"i can't say that i liked homeboy ; it'd be more accurate to say that i found it intriguing , bizarre , dogma-like in spots - and quite truthful , in its way ."
2043,0,kapur weighs down the tale with bogus profundities .
2044,0,""" the kid stays in the picture "" is a great story , terrifically told by the man who wrote it but this cliff notes edition is a cheat ."
2045,1,"an impressive debut for first-time writer-director mark romanek , especially considering his background is in music video ."
2046,1,"if you're looking for something new and hoping for something entertaining , you're in luck ."
2047,1,denis and co-writer michele petin's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing . lead provocatuers testud and parmentier give superlative performances
2048,1,"for all its visual panache and compelling supporting characters , the heart of the film rests in the relationship between sullivan and his son ."
2049,0,"it's not helpful to listen to extremist name-calling , regardless of whether you think kissinger was a calculating fiend or just a slippery self-promoter ."
2050,0,"it is messy , uncouth , incomprehensible , vicious and absurd ."
2051,1,japan's premier stylist of sex and blood hits audiences with what may be his most demented film to date .
2052,0,"the parts are better than the whole ( bizarre , funny , tragic - like love in new york ) ."
2053,0,what starts off as a possible argentine american beauty reeks like a room stacked with pungent flowers .
2054,1,the film is impressive for the sights and sounds of the wondrous beats the world has to offer .
2055,1,"be prepared to cling to the edge of your seat , tense with suspense . the ring never lets you off the hook ."
2056,1,"a very well-meaning movie , and it will stand in future years as an eloquent memorial to the world trade center tragedy ."
2057,0,chan's stunts are limited and so embellished by editing that there's really not much of a sense of action or even action-comedy .
2058,0,"like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through , the characters in swimfan seem motivated by nothing short of dull , brain-deadening hangover ."
2059,0,essentially a collection of bits -- and they're all naughty .
2060,0,van wilder brings a whole new meaning to the phrase 'comedy gag . ' at least one scene is so disgusting that viewers may be hard pressed to retain their lunch .
2061,0,"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater ."
2062,0,"producer john penotti surveyed high school students . . . and came back with the astonishing revelation that "" they wanted to see something that didn't talk down to them . "" ignoring that , he made swimfan anyway"
2063,0,there is nothing redeeming about this movie .
2064,1,a fascinating documentary about the long and eventful spiritual journey of the guru who helped launch the new age .
2065,1,the acting alone is worth the price of admission .
2066,0,even the hastily and amateurishly drawn animation cannot engage .
2067,0,"eccentric enough to stave off doldrums , caruso's self-conscious debut is also eminently forgettable ."
2068,1,"last orders nurtures the multi-layers of its characters , allowing us to remember that life's ultimately a gamble and last orders are to be embraced . it's affecting , amusing , sad and reflective ."
2069,1,an idealistic love story that brings out the latent 15-year-old romantic in everyone .
2070,0,"the charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin ."
2071,1,"while parker and co-writer catherine di napoli are faithful to melville's plotline , they and a fully engaged supporting cast . . . have made the old boy's characters more quick-witted than any english lit major would have thought possible ."
2072,0,"the action here is unusually tame , the characters are too simplistic to maintain interest , and the plot offers few surprises ."
2073,1,"while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy ."
2074,0,"the film makes strong arguments regarding the social status of america's indigenous people , but really only exists to try to eke out an emotional tug of the heart , one which it fails to get ."
2075,0,not one moment in the enterprise didn't make me want to lie down in a dark room with something cool to my brow .
2076,1,"the film is visually dazzling , the depicted events dramatic , funny and poignant ."
2077,1,many a parent and their teen ( or preteen ) kid could bond while watching a walk to remember . so could young romantics out on a date .
2078,0,an awkward and indigestible movie .
2079,0,"ong chooses to present ah na's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character's blank-faced optimism ."
2080,0,another rent installment for the ian fleming estate .
2081,0,"on a certain base level , blue crush delivers what it promises , just not well enough to recommend it ."
2082,1,very well written and directed with brutal honesty and respect for its audience .
2083,1,vividly conveys both the pitfalls and the pleasures of over-the-top love .
2084,0,"sometimes , fond memories should stay in the past : a lesson this film teaches all too well ."
2085,1,"driven by a fantastic dual performance from ian holm . . . the film is funny , insightfully human and a delightful lark for history buffs ."
2086,0,"as an actress , madonna is one helluva singer . as the mediterranean sparkles , 'swept away' sinks ."
2087,1,"nair's cast is so large it's altman-esque , but she deftly spins the multiple stories in a vibrant and intoxicating fashion ."
2088,0,a benign but forgettable sci-fi diversion .
2089,1,merci pour le movie .
2090,1,this comic gem is as delightful as it is derivative .
2091,1,"we can see the wheels turning , and we might resent it sometimes , but this is still a nice little picture , made by bright and friendly souls with a lot of good cheer ."
2092,0,pumpkin wants to have it both ways .
2093,1,while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story .
2094,0,this is not one of the movies you'd want to watch if you only had a week to live .
2095,1,"visually , 'santa clause 2' is wondrously creative ."
2096,1,two weeks notice has appeal beyond being a sandra bullock vehicle or a standard romantic comedy .
2097,1,"with spy kids 2 : the island of lost dreams , however , robert rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking ."
2098,0,the film virtually chokes on its own self-consciousness .
2099,0,feels like six different movies fighting each other for attention .
2100,1,huppert's superbly controlled display of murderous vulnerability ensures that malice has a very human face .
2101,0,"though it inspires some ( out-of-field ) creative thought , the film is -- to its own detriment -- much more a cinematic collage than a polemical tract ."
2102,1,"while not all transitions to adulthood are so fraught , there's much truth and no small amount of poetry in girls can't swim ."
2103,1,"filmmakers david weissman and bill weber benefit enormously from the cockettes' camera craziness -- not only did they film performances , but they did the same at home ."
2104,1,"infidelity drama is nicely shot , well-edited and features a standout performance by diane lane ."
2105,0,the film lapses too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises .
2106,1,"writer/director david caesar ladles on the local flavour with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza ."
2107,0,"the actresses may have worked up a back story for the women they portray so convincingly , but viewers don't get enough of that background for the characters to be involving as individuals rather than types ."
2108,0,sensitive though not quite revelatory documentary .
2109,1,spiderman rocks
2110,1,[a] real pleasure in its laid-back way .
2111,1,"the year's greatest adventure , and jackson's limited but enthusiastic adaptation has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate ."
2112,1,the rare movie that's as crisp and to the point as the novel on which it's based .
2113,1,"a smart , steamy mix of road movie , coming-of-age story and political satire ."
2114,0,"after a while , hoffman's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial ."
2115,1,those who want to be jolted out of their gourd should drop everything and run to ichi .
2116,0,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar ."
2117,1,the most compelling wiseman epic of recent years .
2118,0,"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve ."
2119,0,the material and the production itself are little more than routine .
2120,1,watstein handily directs and edits around his screenplay's sappier elements . . . and sustains off the hook's buildup with remarkable assuredness for a first-timer .
2121,0,how i killed my father is one of those art house films that makes you feel like you're watching an iceberg melt -- only it never melts .
2122,0,a rather average action film that benefits from several funny moments supplied by epps .
2123,1,an extraordinary swedish film about the soul adventure of marriage -- the kind of intimate and character-driven film that bille august does best .
2124,0,enduring love but exhausting cinema .
2125,1,"none of his actors stand out , but that's less of a problem here than it would be in another film : characterization matters less than atmosphere ."
2126,0,stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time .
2127,0,"why , you may ask , why should you buy the movie milk when the tv cow is free ? there's no good answer to that one ."
2128,0,"a soggy , shapeless mess . . . just a dumb excuse for a waterlogged equivalent of a haunted-house movie ."
2129,0,so relentlessly wholesome it made me want to swipe something .
2130,1,there is greatness here .
2131,1,"one of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace ."
2132,0,"there is something in full frontal , i guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see ."
2133,1,sleek and arty .
2134,1,"many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and i don't think that a . c . will help this movie one bit ."
2135,0,"the premise is in extremely bad taste , and the film's supposed insights are so poorly thought-out and substance-free that even a high school senior taking his or her first psychology class could dismiss them ."
2136,0,one just waits grimly for the next shock without developing much attachment to the characters .
2137,1,"sillier , cuter , and shorter than the first ( as best i remember ) , but still a very good time at the cinema ."
2138,1,"it has the ability to offend and put off everyone , but it holds you with its outrageousness ."
2139,1,"like the full monty , this is sure to raise audience's spirits and leave them singing long after the credits roll ."
2140,1,"opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half ."
2141,1,steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate manhattan denizens--especially the a * * holes .
2142,0,"on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire ."
2143,1,"like a skillful fisher , the director uses the last act to reel in the audience since its poignancy hooks us completely ."
2144,1,one of the greatest films i've ever seen .
2145,0,it gets bogged down by hit-and-miss topical humour before getting to the truly good stuff .
2146,0,strangely comes off as a kingdom more mild than wild .
2147,0,"oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between ."
2148,0,incoherence reigns .
2149,1,"i admired it , particularly that unexpected downer of an ending ."
2150,0,"lacking substance and soul , crossroads comes up shorter than britney's cutoffs ."
2151,0,it's a very tasteful rock and roll movie . you could put it on a coffee table anywhere .
2152,0,demands too much of most viewers .
2153,0,"technically , the film is about as interesting as an insurance commercial ."
2154,1,"while general audiences might not come away with a greater knowledge of the facts of cuban music , they'll be treated to an impressive and highly entertaining celebration of its sounds ."
2155,0,a movie that feels like the pilot episode of a new teen-targeted action tv series .
2156,1,"so unassuming and pure of heart , you can't help but warmly extend your arms and yell 'safe ! '"
2157,0,a sophomoric exploration of 'life problems' most people solved long ago -- or at least got tired of hearing people kvetch about .
2158,1,"it's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic ."
2159,0,"like its title character , esther kahn is unusual but unfortunately also irritating ."
2160,0,". . . while certainly clever in spots , this too-long , spoofy update of shakespeare's macbeth doesn't sustain a high enough level of invention ."
2161,1,"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand ."
2162,1,"we admire this film for its harsh objectivity and refusal to seek our tears , our sympathies ."
2163,1,"in addition to hoffman's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday ."
2164,1,"as underwater ghost stories go , below casts its spooky net out into the atlantic ocean and spits it back , grizzled and charred , somewhere northwest of the bermuda triangle ."
2165,0,i got a headache watching this meaningless downer .
2166,1,"director paul cox's unorthodox , abstract approach to visualizing nijinsky's diaries is both stimulating and demanding ."
2167,0,a momentary escape from the summer heat and the sedentary doldrums that set in at this time of year .
2168,1,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency ."
2169,1,a mesmerizing cinematic poem from the first frame to the last .
2170,0,it concentrates far too much on the awkward interplay and utter lack of chemistry between chan and hewitt .
2171,0,"it's difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting ."
2172,0,summer's far too fleeting to squander on offal like this .
2173,0,one suspects that craven endorses they simply because this movie makes his own look much better by comparison .
2174,1,"we've seen it all before in one form or another , but director hoffman , with great help from kevin kline , makes us care about this latest reincarnation of the world's greatest teacher ."
2175,0,i'm sure there's a teenage boy out there somewhere who's dying for this kind of entertainment .
2176,1,enjoy it for what it is ; you can hate yourself later .
2177,0,there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .
2178,0,"suggests puns about ingredients and soup and somebody being off their noodle , but let's just say the ingredients don't quite add up to a meal ."
2179,0,made by jackasses for jackasses .
2180,1,"novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach ."
2181,1,"others , more attuned to the anarchist maxim that 'the urge to destroy is also a creative urge' , or more willing to see with their own eyes , will find morrison's iconoclastic uses of technology to be liberating ."
2182,1,"jeong-hyang lee's film is deceptively simple , deeply satisfying ."
2183,0,"the master of disguise may have made a great saturday night live sketch , but a great movie it is not ."
2184,0,"gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up ."
2185,1,a delightful coming-of-age story .
2186,0,"limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly ."
2187,0,"formulaic to the 51st power , more like ."
2188,1,"works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren ."
2189,1,"leave it to john sayles to take on developers , the chamber of commerce , tourism , historical pageants , and commercialism all in the same movie . . . without neglecting character development for even one minute ."
2190,0,"a nearly 21/2 hours , the film is way too indulgent ."
2191,1,the most brilliant work in this genre since the 1984 uncut version of sergio leone's flawed but staggering once upon a time in america .
2192,0,"it's the kind of movie that ends up festooning u . s . art house screens for no reason other than the fact that it's in french ( well , mostly ) with english subtitles and is magically 'significant' because of that ."
2193,1,one of the very best movies ever made about the life of moviemaking .
2194,1,"an undeniably moving film to experience , and ultimately that's what makes it worth a recommendation ."
2195,0,"although it tries to be much more , it's really just another major league ."
2196,0,so brisk is wang's pacing that none of the excellent cast are given air to breathe .
2197,0,"if this is the danish idea of a good time , prospective tourists might want to consider a different destination -- some jolly country embroiled in a bloody civil war , perhaps ."
2198,1,what makes the movie special is its utter sincerity .
2199,0,"in the process of trimming the movie to an expeditious 84 minutes , director roger kumble seems to have dumped a whole lot of plot in favor of . . . outrageous gags ."
2200,1,cho's timing is priceless .
2201,0,a bit too derivative to stand on its own as the psychological thriller it purports to be .
2202,1,"the camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm ."
2203,0,"the tug-of-war at the core of beijing bicycle becomes weighed down with agonizing contrivances , overheated pathos and long , wistful gazes ."
2204,1,"a sweet , tender sermon about a 12-year-old welsh boy more curious about god than girls , who learns that believing in something does matter ."
2205,0,"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing ."
2206,0,"'men in black ii creates a new threat for the mib , but recycles the same premise ."
2207,1,"the storytelling may be ordinary , but the cast is one of those all-star reunions that fans of gosford park have come to assume is just another day of brit cinema ."
2208,0,"no , it's not nearly as good as any of its influences ."
2209,1,"a work of extraordinary journalism , but it is also a work of deft and subtle poetry ."
2210,0,the colorful masseur wastes its time on mood rather than riding with the inherent absurdity of ganesh's rise up the social ladder .
2211,1,""" birthday girl "" is an actor's movie first and foremost ."
2212,1,"an entertaining , colorful , action-filled crime story with an intimate heart ."
2213,1,"even when foreign directors . . . borrow stuff from hollywood , they invariably shake up the formula and make it more interesting ."
2214,0,"every potential twist is telegraphed well in advance , every performance respectably muted ; the movie itself seems to have been made under the influence of rohypnol ."
2215,0,"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious ."
2216,0,"there must be an audience that enjoys the friday series , but i wouldn't be interested in knowing any of them personally ."
2217,1,i don't think most of the people who loved the 1989 paradiso will prefer this new version . but i do .
2218,1,"woven together handsomely , recalling sixties' rockumentary milestones from lonely boy to don't look back ."
2219,1,"on the granger movie gauge of 1 to 10 , the powerpuff girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience ."
2220,1,this is one of the year's best films .
2221,1,"a sly game of cat and mouse that's intense and thrilling at times , but occasionally stretches believability to its limits and relies on predictable plot contrivances ."
2222,1,the film is predictable in the reassuring manner of a beautifully sung holiday carol .
2223,1,"ranging from funny to shattering and featuring some of the year's best acting , personal velocity gathers plenty of dramatic momentum ."
2224,0,"the people in abc africa are treated as docile , mostly wordless ethnographic extras ."
2225,1,"funny , sexy , devastating and incurably romantic ."
2226,1,an unexpectedly sweet story of sisterhood .
2227,1,"the film , despite the gratuitous cinematic distractions impressed upon it , is still good fun ."
2228,0,"van wilder doesn't bring anything new to the proverbial table , but it does possess a coherence absent in recent crass-a-thons like tomcats , freddy got fingered , and slackers ."
2229,1,there's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance .
2230,0,"a profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility ."
2231,1,"ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints ."
2232,1,"because eight legged freaks is partly an homage to them , tarantula and other low- budget b-movie thrillers of the 1950s and '60s , the movie is a silly ( but not sophomoric ) romp through horror and hellish conditions ."
2233,0,you may be galled that you've wasted nearly two hours of your own precious life with this silly little puddle of a movie .
2234,0,even legends like alfred hitchcock and john huston occasionally directed trifles . . . so it's no surprise to see a world-class filmmaker like zhang yimou behind the camera for a yarn that's ultimately rather inconsequential .
2235,1,the grey zone gives voice to a story that needs to be heard in the sea of holocaust movies . . . but the film suffers from its own difficulties .
2236,0,so aggressively cheery that pollyana would reach for a barf bag .
2237,1,the movie exists for its soccer action and its fine acting .
2238,1,"jae-eun jeong's take care of my cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the south korean cinema ."
2239,0,"'yes , that's right : it's forrest gump , angel of death . '"
2240,0,bella is the picture of health with boundless energy until a few days before she dies . this is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer .
2241,0,oozes condescension from every pore .
2242,0,the respective charms of sandra bullock and hugh grant have worn threadbare .
2243,1,"the message of such reflections--intentional or not--is that while no art grows from a vacuum , many artists exist in one ."
2244,0,"directors john musker and ron clements , the team behind the little mermaid , have produced sparkling retina candy , but they aren't able to muster a lot of emotional resonance in the cold vacuum of space ."
2245,1,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court's extradition chess game and the regime's talking-head survivors ."
2246,1,"good performances and a realistic , non-exploitive approach make paid in full worth seeing ."
2247,1,the moral shrapnel and mental shellshock will linger long after this film has ended .
2248,1,"asia authors herself as anna battista , an italian superstar and aspiring directress who just happens to be her own worst enemy ."
2249,1,"a fantastic premise anchors this movie , but what it needs is either a more rigid , blair witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies ."
2250,0,it's a barely tolerable slog over well-trod ground .
2251,1,"holm does his sly , intricate magic , and iben hjelje is entirely appealing as pumpkin ."
2252,0,falls short in explaining the music and its roots .
2253,1,"[director peter] jackson and his crew have so steeped themselves in the majesty of tolkien's writing that every frame produces new joys , whether you're a fan of the books or not ."
2254,1,"whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini dv , they show a remarkable ability to document both sides of this emotional car-wreck ."
2255,0,"how on earth , or anywhere else , did director ron underwood manage to blow $100 million on this ?"
2256,1,"a crisp psychological drama [and] a fascinating little thriller that would have been perfect for an old "" twilight zone "" episode ."
2257,0,"who is this movie for ? not kids , who don't need the lesson in repugnance . it's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are 'edgy . '"
2258,1,a true-blue delight .
2259,0,"the film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low ."
2260,0,"goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing . . . but she and writing partner laurence coriat don't manage an equally assured narrative coinage ."
2261,1,. . . takes the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport
2262,0,drowning's too good for this sucker .
2263,0,the big-screen scooby makes the silly original cartoon seem smart and well-crafted in comparison .
2264,1,"a compelling , moving film that respects its audience and its source material ."
2265,1,impresses you with its open-endedness and surprises .
2266,1,"there aren't too many films that can be as simultaneously funny , offbeat and heartwarming ( without a thick shmear of the goo , at least ) , but "" elling "" manages to do all three quite well , making it one of the year's most enjoyable releases ."
2267,0,it just didn't mean much to me and played too skewed to ever get a hold on ( or be entertained by ) .
2268,1,"as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant ."
2269,1,"É uma pena que , mais tarde , o próprio filme abandone o tom de paródia e passe a utilizar os mesmos clichês que havia satirizado ."
2270,1,"a swashbuckling tale of love , betrayal , revenge and above all , faith ."
2271,0,disjointed parody .
2272,1,got a david lynch jones ? then you'd do well to check this one out because it's straight up twin peaks action . . .
2273,0,"seems content to dog-paddle in the mediocre end of the pool , and it's a sad , sick sight ."
2274,1,"third time's the charm . . . yeah , baby !"
2275,1,"a smart , sweet and playful romantic comedy ."
2276,0,"like shave ice without the topping , this cinematic snow cone is as innocuous as it is flavorless ."
2277,1,a fast-moving and remarkable film that appears destined to become a landmark in japanese animation .
2278,0,"shallow , noisy and pretentious ."
2279,1,"stuart's poor-me persona needs a whole bunch of snowball's cynicism to cut through the sugar coating . but once the falcon arrives in the skies above manhattan , the adventure is on red alert ."
2280,1,"unfortunately , it appears that [jackie] chan's us influence is starting to show in his hong kong films ."
2281,0,"in exactly 89 minutes , most of which passed as slowly as if i'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey ."
2282,1,a film about female friendship that men can embrace and women will talk about for hours .
2283,0,the christ allegory doesn't work because there is no foundation for it
2284,0,"director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon , but showtime's uninspired send-up of tv cop show cliches mostly leaves him shooting blanks ."
2285,0,"a passable romantic comedy , in need of another couple of passes through the word processor ."
2286,0,"the character is too forced and overwritten to be funny or believable much of the time , and clayburgh doesn't always improve the over-the-top mix ."
2287,1,more than makes up for its mawkish posing by offering rousing spates of genuine feeling .
2288,0,death might be a release .
2289,1,"so many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but family fundamentals displays a rare gift for unflinching impartiality ."
2290,0,the chocolate factory without charlie .
2291,1,alternates between deadpan comedy and heartbreaking loneliness and isn't afraid to provoke introspection in both its characters and its audience .
2292,0,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going .
2293,1,terrific casting and solid execution give all three stories life .
2294,0,"imagine ( if possible ) a pasolini film without passion or politics , or an almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching o fantasma ."
2295,0,"the filmmakers juggle and juxtapose three story lines but fail to come up with one cogent point , unless it's that life stinks , especially for sensitive married women who really love other women ."
2296,1,"you'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear ."
2297,1,its engaging simplicity is driven by appealing leads .
